scenario,year,material,mean,std,p2_5,p2,p5,p25,p50,p75,p95,p97_5,p97,bucket_years,mean_annual,std_annual,p2_annual,p5_annual,p25_annual,p50_annual,p75_annual,p95_annual,p97_annual
Mid_Case,2028,Boron,52.22717864824184,29.663020956386102,16.52215333814855,16.52215333814855,19.701017633355107,32.01335527489117,45.37036493248728,64.90277050338965,106.58483433215197,127.9254811860491,127.9254811860491,1.0,52.22717864824184,29.663020956386102,16.52215333814855,19.701017633355107,32.01335527489117,45.37036493248728,64.90277050338965,106.58483433215197,127.9254811860491
Mid_Case,2029,Boron,64.84314432314153,36.42689535027198,20.709162098555137,20.709162098555137,24.651082110847657,39.89098258248805,56.47408524647207,80.54129921941498,133.02263383272037,157.06593924706306,157.06593924706306,1.0,64.84314432314153,36.42689535027198,20.709162098555137,24.651082110847657,39.89098258248805,56.47408524647207,80.54129921941498,133.02263383272037,157.06593924706306
Mid_Case,2030,Boron,103.80770230742066,57.49213510535333,33.00286881472863,33.00286881472863,39.4068890965814,64.17304650344971,90.70954134856669,129.41882837043073,213.15802529761166,253.39779148265725,253.39779148265725,1.0,103.80770230742066,57.49213510535333,33.00286881472863,39.4068890965814,64.17304650344971,90.70954134856669,129.41882837043073,213.15802529761166,253.39779148265725
Mid_Case,2031,Boron,137.2947743539136,76.45146492088402,43.81908237293346,43.81908237293346,51.77051213357896,84.63736013618058,119.69748772312184,171.58655231531264,281.99370133722556,336.1755589805876,336.1755589805876,1.0,137.2947743539136,76.45146492088402,43.81908237293346,51.77051213357896,84.63736013618058,119.69748772312184,171.58655231531264,281.99370133722556,336.1755589805876
Mid_Case,2032,Boron,114.98007927300057,63.67058833225894,36.538973051044906,36.538973051044906,43.61955376254058,71.11971505626498,100.491290806352,143.4000044767104,236.3486475541663,280.3359971541903,280.3359971541903,1.0,114.98007927300057,63.67058833225894,36.538973051044906,43.61955376254058,71.11971505626498,100.491290806352,143.4000044767104,236.3486475541663,280.3359971541903
Mid_Case,2033,Boron,78.17323877851146,44.309215279968384,24.73914609018895,24.73914609018895,29.488322629875114,47.99052106814629,67.95510976883338,97.15317897364315,159.2573776264699,192.03106708817722,192.03106708817722,1.0,78.17323877851146,44.309215279968384,24.73914609018895,29.488322629875114,47.99052106814629,67.95510976883338,97.15317897364315,159.2573776264699,192.03106708817722
Mid_Case,2034,Boron,67.29509170102558,38.97961378385823,20.981419556908627,20.981419556908627,24.983637305692834,41.018987189619246,58.01985271675183,83.65374195740127,137.98026182645333,167.65347521822446,167.65347521822446,1.0,67.29509170102558,38.97961378385823,20.981419556908627,24.983637305692834,41.018987189619246,58.01985271675183,83.65374195740127,137.98026182645333,167.65347521822446
Mid_Case,2035,Boron,61.24643574200284,35.055993611971175,19.1917926383547,19.1917926383547,22.97665781219245,37.45022377498972,52.93304955529316,76.19089279710143,126.1535621558648,151.7735542627414,151.7735542627414,1.0,61.24643574200284,35.055993611971175,19.1917926383547,22.97665781219245,37.45022377498972,52.93304955529316,76.19089279710143,126.1535621558648,151.7735542627414
Mid_Case,2036,Boron,58.67184956698549,32.66003566588892,18.754928554960728,18.754928554960728,22.35539449117492,36.28561341022533,51.02947943184844,72.60025788480112,120.45079619664592,141.97852827532608,141.97852827532608,1.0,58.67184956698549,32.66003566588892,18.754928554960728,22.35539449117492,36.28561341022533,51.02947943184844,72.60025788480112,120.45079619664592,141.97852827532608
Mid_Case,2037,Boron,54.32918352060538,30.12939859679186,17.45170376939149,17.45170376939149,20.824089906233638,33.693464519676525,47.4260513080457,67.63245218146645,110.85512628983913,131.89493637331483,131.89493637331483,1.0,54.32918352060538,30.12939859679186,17.45170376939149,20.824089906233638,33.693464519676525,47.4260513080457,67.63245218146645,110.85512628983913,131.89493637331483
Mid_Case,2038,Boron,46.952784109637115,26.618442740678727,14.857316892528166,14.857316892528166,17.70849419895966,28.824250544155106,40.813476664899156,58.380411618396,95.6684174723873,115.39451292729625,115.39451292729625,1.0,46.952784109637115,26.618442740678727,14.857316892528166,17.70849419895966,28.824250544155106,40.813476664899156,58.380411618396,95.6684174723873,115.39451292729625
